window_index,start_episode,end_episode,reward_mean,reward_variance,success_rate,cumulative_reward,switches,compute_cost_mean,recovery_time,learning_progress_mean,utility_reward_mean,utility_reward_variance,utility_compute_cost,utility_switch_cost
0,0,7,0.811468142335935,0.005709196200671794,0.75,6.49174513868748,0,0.1,1.0,0.002777966573069664,0.811468142335935,0.005709196200671794,0.1,0.0
1,1,8,0.8342387370996792,0.0018055419857184454,0.875,6.673909896797434,0,0.1,1.0,0.0003308488361727494,0.8342387370996792,0.0018055419857184454,0.1,0.0
2,2,9,0.837828577276441,0.002342334443855268,0.875,6.702628618211528,0,0.1,1.0,2.3539766841338604e-05,0.837828577276441,0.002342334443855268,0.1,0.0
3,3,10,0.8273920448809818,0.002050846618048332,0.875,6.619136359047855,0,0.1,1.0,-0.0003010379533840965,0.8273920448809818,0.002050846618048332,0.1,0.0
4,4,11,0.8543000271538945,0.006586497950792598,0.875,6.834400217231156,1,0.115,1.0,7.713071378787354e-05,0.8543000271538945,0.006586497950792598,0.115,0.01
5,5,12,0.8782309940877384,0.009867996257735703,0.875,7.025847952701907,1,0.13,1.0,-0.0001896683557090169,0.8782309940877384,0.009867996257735703,0.13,0.01
6,6,13,0.8999478876256646,0.012088734022626403,0.875,7.199583101005317,1,0.14500000000000002,1.0,-0.0003174493390983302,0.8999478876256646,0.012088734022626403,0.14500000000000002,0.01
7,7,14,0.9310768261768324,0.011409151105593797,1.0,7.448614609414659,1,0.16,0.0,0.00041655452188514504,0.9310768261768324,0.011409151105593797,0.16,0.01
8,8,15,0.9634610587919704,0.00837589027661033,1.0,7.707688470335763,1,0.175,0.0,-1.036726777733366e-05,0.9634610587919704,0.00837589027661033,0.175,0.01
9,9,16,0.988543659923011,0.005995394028604046,1.0,7.908349279384088,1,0.19,0.0,-9.741061645632752e-05,0.988543659923011,0.005995394028604046,0.19,0.01
10,10,17,1.0020974144212706,0.005563110799531936,1.0,8.016779315370165,1,0.20500000000000002,0.0,-0.0002978694540016688,1.0020974144212706,0.005563110799531936,0.20500000000000002,0.01
