window_index,start_episode,end_episode,reward_mean,reward_variance,success_rate,cumulative_reward,switches,compute_cost_mean,recovery_time,learning_progress_mean,utility_reward_mean,utility_reward_variance,utility_compute_cost,utility_switch_cost
0,0,17,0.9534946086628521,0.0027509439670695907,1.0,17.162902955931337,0,0.12000000000000001,0.0,0.0005615736630570751,0.9534946086628521,0.0027509439670695907,0.12000000000000001,0.0
1,1,18,0.9629172056173574,0.001499851897213039,1.0,17.332509701112432,0,0.12000000000000001,0.0,2.4364946209570357e-06,0.9629172056173574,0.001499851897213039,0.12000000000000001,0.0
2,2,19,0.9624742540435101,0.0014950276341828491,1.0,17.32453657278318,0,0.12000000000000001,0.0,7.41486888735228e-09,0.9624742540435101,0.0014950276341828491,0.12000000000000001,0.0
3,3,20,0.9557253749621673,0.001407382976204923,1.0,17.20305674931901,0,0.12000000000000001,0.0,2.2565319422221763e-11,0.9557253749621673,0.001407382976204923,0.12000000000000001,0.0
4,4,21,0.9559071970289459,0.0014075288905558375,1.0,17.206329546521026,0,0.12000000000000001,0.0,6.867144339144078e-14,0.9559071970289459,0.0014075288905558375,0.12000000000000001,0.0
5,5,22,0.9496160194085506,0.0012923630072258468,1.0,17.09308834935391,0,0.12000000000000001,0.0,2.0847521240183492e-16,0.9496160194085506,0.0012923630072258468,0.12000000000000001,0.0
6,6,23,0.949883116674618,0.0012850287992875538,1.0,17.097896100143124,0,0.12000000000000001,0.0,1.1214373986112692e-19,0.949883116674618,0.0012850287992875538,0.12000000000000001,0.0
7,7,24,0.9475189438537414,0.0011679849165825837,1.0,17.055340989367345,0,0.12000000000000001,0.0,0.0,0.9475189438537414,0.0011679849165825837,0.12000000000000001,0.0
8,8,25,0.9499859561999193,0.0011915759018733243,1.0,17.099747211598547,0,0.12000000000000001,0.0,0.0,0.9499859561999193,0.0011915759018733243,0.12000000000000001,0.0
9,9,26,0.9541359932934851,0.0015875263766954193,1.0,17.17444787928273,0,0.12000000000000001,0.0,0.0,0.9541359932934851,0.0015875263766954193,0.12000000000000001,0.0
10,10,27,0.9521201719427003,0.0016749997275390845,1.0,17.138163094968604,0,0.12000000000000001,0.0,0.0,0.9521201719427003,0.0016749997275390845,0.12000000000000001,0.0
11,11,28,0.954000745898012,0.001611394898233549,1.0,17.172013426164217,0,0.12000000000000001,0.0,0.0,0.954000745898012,0.001611394898233549,0.12000000000000001,0.0
12,12,29,0.9551298795220683,0.0017080993258235587,1.0,17.19233783139723,0,0.12000000000000001,0.0,0.0,0.9551298795220683,0.0017080993258235587,0.12000000000000001,0.0
13,13,30,0.9563893321743829,0.001683085829971425,1.0,17.215007979138893,0,0.12000000000000001,0.0,0.0,0.9563893321743829,0.001683085829971425,0.12000000000000001,0.0
14,14,31,0.9585992095731051,0.0015986533269894767,1.0,17.25478577231589,0,0.12000000000000001,0.0,0.0,0.9585992095731051,0.0015986533269894767,0.12000000000000001,0.0
15,15,32,0.9552788468656421,0.001195242800742379,1.0,17.19501924358156,0,0.12000000000000001,0.0,0.0,0.9552788468656421,0.001195242800742379,0.12000000000000001,0.0
16,16,33,0.9584186240287844,0.001346225026995107,1.0,17.25153523251812,0,0.12000000000000001,0.0,0.0,0.9584186240287844,0.001346225026995107,0.12000000000000001,0.0
17,17,34,0.9611825463217044,0.0011593425236250412,1.0,17.30128583379068,0,0.12000000000000001,0.0,0.0,0.9611825463217044,0.0011593425236250412,0.12000000000000001,0.0
18,18,35,0.9593147259607436,0.0012534213352100858,1.0,17.267665067293386,0,0.12000000000000001,0.0,0.0,0.9593147259607436,0.0012534213352100858,0.12000000000000001,0.0
19,19,36,0.956391568410361,0.0012975033934023554,1.0,17.215048231386497,0,0.12000000000000001,0.0,0.0,0.956391568410361,0.0012975033934023554,0.12000000000000001,0.0
20,20,37,0.9566988892272223,0.0013038805533459386,1.0,17.220580006090003,0,0.12000000000000001,0.0,0.0,0.9566988892272223,0.0013038805533459386,0.12000000000000001,0.0
21,21,38,0.9587113635659092,0.0011640551266765592,1.0,17.256804544186366,0,0.12000000000000001,0.0,0.0,0.9587113635659092,0.0011640551266765592,0.12000000000000001,0.0
22,22,39,0.9621384407249001,0.0013578408000961323,1.0,17.3184919330482,0,0.12000000000000001,0.0,0.0,0.9621384407249001,0.0013578408000961323,0.12000000000000001,0.0
23,23,40,0.9656418404101833,0.001168197804497373,1.0,17.3815531273833,0,0.12000000000000001,0.0,0.0,0.9656418404101833,0.001168197804497373,0.12000000000000001,0.0
24,24,41,0.9665120830841922,0.0011336999846827266,1.0,17.39721749551546,0,0.12000000000000001,0.0,0.0,0.9665120830841922,0.0011336999846827266,0.12000000000000001,0.0
25,25,42,0.9657276336414262,0.0011666511973225085,1.0,17.383097405545673,0,0.12000000000000001,0.0,0.0,0.9657276336414262,0.0011666511973225085,0.12000000000000001,0.0
26,26,43,0.9623099278488794,0.0012968062195180738,1.0,17.32157870127983,0,0.12000000000000001,0.0,0.0,0.9623099278488794,0.0012968062195180738,0.12000000000000001,0.0
27,27,44,0.9573735918472802,0.0009725188108368773,1.0,17.232724653251044,0,0.12000000000000001,0.0,0.0,0.9573735918472802,0.0009725188108368773,0.12000000000000001,0.0
28,28,45,0.9593610316592428,0.0008644364076438966,1.0,17.26849856986637,0,0.12000000000000001,0.0,0.0,0.9593610316592428,0.0008644364076438966,0.12000000000000001,0.0
29,29,46,0.9582904225487727,0.0008973824753485678,1.0,17.24922760587791,0,0.12000000000000001,0.0,0.0,0.9582904225487727,0.0008973824753485678,0.12000000000000001,0.0
30,30,47,0.9560651141563766,0.0007623312982362778,1.0,17.20917205481478,0,0.12000000000000001,0.0,0.0,0.9560651141563766,0.0007623312982362778,0.12000000000000001,0.0
31,31,48,0.9547644947232491,0.0007882292422463468,1.0,17.185760905018483,0,0.12000000000000001,0.0,0.0,0.9547644947232491,0.0007882292422463468,0.12000000000000001,0.0
32,32,49,0.955043017069535,0.0007915061560611716,1.0,17.19077430725163,0,0.12000000000000001,0.0,0.0,0.955043017069535,0.0007915061560611716,0.12000000000000001,0.0
33,33,50,0.9530703120954495,0.0007284083385665394,1.0,17.15526561771809,0,0.12000000000000001,0.0,0.0,0.9530703120954495,0.0007284083385665394,0.12000000000000001,0.0
34,34,51,0.9480684679543633,0.0005927162630564986,1.0,17.06523242317854,0,0.12000000000000001,0.0,0.0,0.9480684679543633,0.0005927162630564986,0.12000000000000001,0.0
35,35,52,0.946157608554331,0.0006440892154964331,1.0,17.030836953977957,0,0.12000000000000001,0.0,0.0,0.946157608554331,0.0006440892154964331,0.12000000000000001,0.0
36,36,53,0.9499538568750757,0.0006772277182409027,1.0,17.099169423751363,0,0.12000000000000001,0.0,0.0,0.9499538568750757,0.0006772277182409027,0.12000000000000001,0.0
37,37,54,0.9512920483715605,0.0006382203889051949,1.0,17.12325687068809,0,0.12000000000000001,0.0,0.0,0.9512920483715605,0.0006382203889051949,0.12000000000000001,0.0
38,38,55,0.9470161701493881,0.0007917285687686299,1.0,17.046291062688987,0,0.12000000000000001,0.0,0.0,0.9470161701493881,0.0007917285687686299,0.12000000000000001,0.0
39,39,56,0.9491044583934354,0.0008410622733968414,1.0,17.083880251081837,0,0.12000000000000001,0.0,0.0,0.9491044583934354,0.0008410622733968414,0.12000000000000001,0.0
40,40,57,0.9435359895247664,0.000583744601347067,1.0,16.983647811445795,0,0.12000000000000001,0.0,0.0,0.9435359895247664,0.000583744601347067,0.12000000000000001,0.0
41,41,58,0.9440461260089079,0.0006134910083059508,1.0,16.992830268160343,0,0.12000000000000001,0.0,0.0,0.9440461260089079,0.0006134910083059508,0.12000000000000001,0.0
42,42,59,0.9408071329099814,0.0007267859731685058,1.0,16.934528392379665,0,0.12000000000000001,0.0,0.0,0.9408071329099814,0.0007267859731685058,0.12000000000000001,0.0
43,43,60,0.9426765149810866,0.0007759120789791387,1.0,16.96817726965956,0,0.12000000000000001,0.0,0.0,0.9426765149810866,0.0007759120789791387,0.12000000000000001,0.0
44,44,61,0.9417281767082513,0.0008451772782236505,1.0,16.951107180748522,0,0.12000000000000001,0.0,0.0,0.9417281767082513,0.0008451772782236505,0.12000000000000001,0.0
45,45,62,0.9400015878009117,0.0008732946810908223,1.0,16.92002858041641,0,0.12000000000000001,0.0,0.0,0.9400015878009117,0.0008732946810908223,0.12000000000000001,0.0
46,46,63,0.9377025359576352,0.0009214856748071594,1.0,16.878645647237434,0,0.12000000000000001,0.0,0.0,0.9377025359576352,0.0009214856748071594,0.12000000000000001,0.0
47,47,64,0.9399931648538745,0.0009928225245406034,1.0,16.919876967369742,0,0.12000000000000001,0.0,0.0,0.9399931648538745,0.0009928225245406034,0.12000000000000001,0.0
48,48,65,0.9429964321884293,0.0013113428929735329,1.0,16.973935779391727,0,0.12000000000000001,0.0,0.0,0.9429964321884293,0.0013113428929735329,0.12000000000000001,0.0
49,49,66,0.9398400672098904,0.001539057637065482,1.0,16.917121209778028,0,0.12000000000000001,0.0,0.0,0.9398400672098904,0.001539057637065482,0.12000000000000001,0.0
50,50,67,0.9386045065199945,0.0015070546368055298,1.0,16.8948811173599,0,0.12000000000000001,0.0,0.0,0.9386045065199945,0.0015070546368055298,0.12000000000000001,0.0
51,51,68,0.938927320846503,0.0015176651887719471,1.0,16.900691775237053,0,0.12000000000000001,0.0,0.0,0.938927320846503,0.0015176651887719471,0.12000000000000001,0.0
52,52,69,0.9404931950585578,0.0014973075944928868,1.0,16.92887751105404,0,0.12000000000000001,0.0,0.0,0.9404931950585578,0.0014973075944928868,0.12000000000000001,0.0
53,53,70,0.9444686035266309,0.0015749927374757353,1.0,17.000434863479356,0,0.12000000000000001,0.0,0.0,0.9444686035266309,0.0015749927374757353,0.12000000000000001,0.0
54,54,71,0.9377691346986483,0.0017736652513135928,1.0,16.87984442457567,0,0.12000000000000001,0.0,0.0,0.9377691346986483,0.0017736652513135928,0.12000000000000001,0.0
55,55,72,0.9357339786376345,0.001802059460204269,1.0,16.843211615477422,0,0.12000000000000001,0.0,0.0,0.9357339786376345,0.001802059460204269,0.12000000000000001,0.0
56,56,73,0.9400787741387222,0.0017492050481749542,1.0,16.921417934497,0,0.12000000000000001,0.0,0.0,0.9400787741387222,0.0017492050481749542,0.12000000000000001,0.0
57,57,74,0.9409941219369584,0.0018340918154414632,1.0,16.93789419486525,0,0.12000000000000001,0.0,0.0,0.9409941219369584,0.0018340918154414632,0.12000000000000001,0.0
58,58,75,0.9461486016169192,0.0020622068708498636,1.0,17.030674829104544,0,0.12000000000000001,0.0,0.0,0.9461486016169192,0.0020622068708498636,0.12000000000000001,0.0
59,59,76,0.948285867418752,0.0022740346419655665,1.0,17.069145613537536,0,0.12000000000000001,0.0,0.0,0.948285867418752,0.0022740346419655665,0.12000000000000001,0.0
60,60,77,0.9530031239121551,0.0021570210031075384,1.0,17.154056230418792,0,0.12000000000000001,0.0,0.0,0.9530031239121551,0.0021570210031075384,0.12000000000000001,0.0
61,61,78,0.9547797711293593,0.0022771376495861824,1.0,17.18603588032847,0,0.12000000000000001,0.0,0.0,0.9547797711293593,0.0022771376495861824,0.12000000000000001,0.0
